0.14654,0.14958,0.1463,0.14746,0.14621,0.14795,0.15512,0.17111,0.18801,0.20552,0.21467,0.21211,0.21,0.21435,0.21536,0.22045,0.2208,0.21697,0.21894,0.20845,0.19407,0.18293,0.17599,0.17128,0.16591,0.15966,0.15812,0.15977,0.16671,0.16294,0.16226,0.15978,0.15753,0.15602,0.15541,0.15251
0.18265,0.1849,0.17912,0.16429,0.17158,0.16699,0.17128,0.17866,0.1892,0.19075,0.19435,0.19068,0.19829,0.19679,0.20453,0.20701,0.19938,0.19687,0.20264,0.19148,0.17733,0.18396,0.17967,0.17573,0.17747,0.17439,0.17492,0.16818,0.17088,0.17583,0.17967,0.18067,0.17242,0.17028,0.1754,0.17486
0.15853,0.16426,0.15908,0.15929,0.14962,0.14224,0.14959,0.15553,0.16423,0.17212,0.17233,0.17369,0.17633,0.17747,0.1671,0.16817,0.14734,0.15263,0.16096,0.17006,0.18177,0.17476,0.17977,0.18362,0.1732,0.16912,0.17047,0.16675,0.16003,0.16375,0.16368,0.16206,0.17263,0.16806,0.15962,0.15709
0.14709,0.14476,0.1409,0.14303,0.13928,0.13638,0.13813,0.13908,0.14264,0.15189,0.14886,0.14985,0.16063,0.16382,0.16191,0.15686,0.14938,0.14731,0.13923,0.14093,0.14341,0.16261,0.1936,0.18848,0.18364,0.17755,0.17935,0.18679,0.18951,0.1784,0.15514,0.1477,0.14068,0.14404,0.15238,0.14673
0.16031,0.15585,0.16524,0.16857,0.16147,0.15702,0.1594,0.14596,0.16296,0.14185,0.14435,0.14366,0.13965,0.14763,0.15826,0.16719,0.16805,0.16445,0.1558,0.15424,0.15861,0.15644,0.17277,0.19176,0.1779,0.18113,0.17297,0.1701,0.20402,0.21401,0.20863,0.20361,0.18278,0.16577,0.1656,0.16973
0.13887,0.14019,0.13439,0.1414,0.16172,0.18772,0.2128,0.21627,0.19365,0.15795,0.15129,0.13231,0.13368,0.13818,0.1397,0.14431,0.14936,0.15401,0.14726,0.14713,0.15698,0.15505,0.1625,0.19261,0.19468,0.16775,0.15569,0.15429,0.17548,0.19156,0.15425,0.15757,0.15308,0.13051,0.13114,0.13682
0.1921,0.19356,0.21215,0.23743,0.24117,0.23589,0.23923,0.23444,0.18634,0.13916,0.13441,0.13472,0.11845,0.1237,0.12416,0.13087,0.13775,0.14653,0.15217,0.15586,0.15179,0.13518,0.13215,0.15082,0.14575,0.13615,0.13279,0.12587,0.121,0.12602,0.1388,0.126,0.1223,0.13393,0.18586,0.19054
0.24184,0.24955,0.27114,0.28264,0.28663,0.27386,0.26337,0.24402,0.23699,0.20714,0.16251,0.14559,0.11899,0.11961,0.11811,0.11253,0.12947,0.15579,0.16478,0.17121,0.1655,0.14988,0.17857,0.15475,0.12713,0.11868,0.11979,0.11192,0.1357,0.1366,0.11513,0.1468,0.1962,0.21928,0.23276,0.24544
0.27066,0.27747,0.27517,0.2828,0.2887,0.29625,0.28248,0.29213,0.26691,0.23722,0.1995,0.22387,0.15813,0.15489,0.14012,0.12835,0.16231,0.13504,0.12468,0.18497,0.18811,0.22887,0.23471,0.16387,0.11748,0.12289,0.15114,0.15931,0.18936,0.18037,0.2032,0.21336,0.24516,0.26241,0.27619,0.27684
0.27341,0.27938,0.28286,0.28314,0.28496,0.30063,0.30715,0.30156,0.30377,0.29669,0.28565,0.24188,0.23059,0.23396,0.20437,0.19799,0.17191,0.20324,0.20933,0.25632,0.26127,0.27223,0.27412,0.21794,0.1139,0.12475,0.20517,0.23438,0.23658,0.23562,0.23017,0.23697,0.24612,0.26571,0.26732,0.26997
0.27034,0.27627,0.28897,0.28673,0.28955,0.29119,0.31339,0.30526,0.30344,0.29718,0.26284,0.23066,0.21928,0.21901,0.219,0.22533,0.21319,0.23179,0.25299,0.27627,0.27698,0.27623,0.28223,0.2452,0.11581,0.12151,0.22347,0.2368,0.23945,0.23118,0.22262,0.2505,0.26336,0.23416,0.23589,0.26217
0.25836,0.25315,0.26001,0.28611,0.29361,0.28825,0.2907,0.28507,0.28153,0.28148,0.26019,0.20415,0.174,0.174,0.14229,0.14717,0.20587,0.2333,0.25539,0.27889,0.28118,0.28144,0.27292,0.24491,0.20132,0.20157,0.23955,0.22388,0.23283,0.23309,0.19377,0.24321,0.29617,0.23868,0.23132,0.25206
0.21283,0.23135,0.23088,0.26223,0.27182,0.27514,0.28088,0.27163,0.25937,0.266,0.26141,0.22617,0.17649,0.14523,0.12934,0.13385,0.16932,0.21698,0.22822,0.24152,0.24816,0.26915,0.27306,0.24841,0.24295,0.22988,0.23281,0.20147,0.23636,0.23844,0.22998,0.20577,0.24612,0.24549,0.23331,0.19316
0.22927,0.23323,0.23455,0.23788,0.25231,0.26135,0.27467,0.26553,0.25043,0.25304,0.24021,0.21129,0.18208,0.11549,0.09869,0.10704,0.11439,0.12832,0.16946,0.22227,0.21377,0.22818,0.24267,0.21803,0.18593,0.21106,0.1278,0.15656,0.18014,0.2056,0.22606,0.24289,0.24645,0.24562,0.24362,0.21702
0.14217,0.16149,0.18848,0.21349,0.22286,0.22312,0.22535,0.21909,0.21251,0.202,0.17952,0.15474,0.12196,0.098212,0.097712,0.098448,0.12465,0.16278,0.20874,0.19236,0.18868,0.19819,0.19138,0.17647,0.16167,0.12435,0.11102,0.12652,0.14819,0.14179,0.14018,0.15335,0.15878,0.15208,0.14209,0.14766
0.16527,0.17022,0.18383,0.19091,0.19915,0.20347,0.2064,0.20657,0.19748,0.18653,0.17743,0.14955,0.12268,0.12966,0.11713,0.12827,0.17664,0.20012,0.21596,0.21451,0.21228,0.19703,0.18749,0.18019,0.18075,0.1822,0.17837,0.17302,0.17909,0.18118,0.17794,0.18222,0.17659,0.18233,0.17113,0.16784
0.20856,0.2039,0.18754,0.19965,0.20759,0.22311,0.19924,0.20335,0.18094,0.16196,0.14919,0.13683,0.12183,0.11658,0.11923,0.13013,0.15943,0.18113,0.20747,0.21241,0.19852,0.19107,0.19292,0.20769,0.21393,0.20848,0.20953,0.20773,0.20444,0.22437,0.23129,0.23729,0.24374,0.2389,0.23759,0.22793
0.19208,0.19885,0.20358,0.20485,0.20427,0.21211,0.23156,0.23314,0.22368,0.20452,0.21651,0.21271,0.20743,0.20872,0.21236,0.22397,0.23514,0.24314,0.24565,0.25009,0.24815,0.24285,0.23672,0.23733,0.2364,0.23243,0.22627,0.21949,0.20946,0.19872,0.19064,0.18613,0.18284,0.18372,0.1863,0.18601
